DATE,ENTRY,USCPI,CANEX,CANCPI,JAPANEX,JAPANCPI,SWEX,SWCPI
01-Aug-02,23-Mar-00,452.381,1.569,494.601,118.662,297.353,1.497,268.494
01-Sep-02,23-Mar-00,453.133,1.576,494.601,114.8,297.353,1.493,268.9
01-Oct-02,23-Mar-00,454.135,1.578,496.071,109.496,296.765,1.493,270.471
01-Nov-02,23-Mar-00,454.887,1.571,497.542,109.178,296.765,1.466,269.972
01-Dec-02,23-Mar-00,455.639,1.559,495.581,107.738,296.765,1.439,269.807
01-Jan-03,23-Mar-00,457.644,1.541,499.993,106.269,295.882,1.377,270.023
01-Feb-03,23-Mar-00,460.15,1.512,503.914,106.708,295,1.36,270.289
01-Mar-03,23-Mar-00,460.902,1.476,505.385,108.516,295.882,1.361,271.376
01-Apr-03,23-Mar-00,459.148,1.458,501.953,107.656,296.765,1.378,271.916
01-May-03,23-Mar-00,458.396,1.384,502.444,112.196,297.353,1.311,271.48
01-Jun-03,23-Mar-00,458.897,1.353,502.444,109.434,296.471,1.32,271.486
01-Jul-03,23-Mar-00,460.401,1.382,502.934,109.487,295.882,1.361,269.309
01-Aug-03,23-Mar-00,462.406,1.396,504.404,110.234,296.471,1.381,269.936
01-Sep-03,23-Mar-00,463.91,1.363,505.385,110.091,296.765,1.374,270.327
01-Oct-03,23-Mar-00,463.409,1.322,503.914,108.784,296.765,1.322,271.698
01-Nov-03,23-Mar-00,463.659,1.313,505.385,104.699,295.294,1.332,271.357
01-Dec-03,23-Mar-00,464.912,1.313,505.875,103.81,295.588,1.264,271.409
01-Jan-04,23-Mar-00,466.917,1.296,506.365,103.341,295,1.239,270.488
01-Feb-04,23-Mar-00,467.92,1.33,507.345,104.944,295,1.245,270.534
01-Mar-04,23-Mar-00,468.922,1.329,509.306,105.254,295.588,1.278,271.113
01-Apr-04,23-Mar-00,469.674,1.342,510.287,107.194,295.588,1.297,273.4
01-May-04,23-Mar-00,471.679,1.379,514.698,106.595,295.882,1.284,274.032
01-Jun-04,23-Mar-00,473.434,1.358,515.188,108.747,296.471,1.25,274.505
01-Jul-04,23-Mar-00,473.935,1.323,514.698,111.954,295.588,1.245,271.631
01-Aug-04,23-Mar-00,474.185,1.313,513.718,110.607,295.882,1.262,272.638
01-Sep-04,23-Mar-00,475.689,1.288,514.698,111.239,296.765,1.263,272.654
01-Oct-04,23-Mar-00,478.195,1.247,515.679,114.87,298.235,1.233,275.21
01-Nov-04,23-Mar-00,480.451,1.197,517.639,118.454,297.647,1.171,275.474
01-Dec-04,23-Mar-00,480.451,1.219,516.659,118.462,296.176,1.147,275.024
01-Jan-05,23-Mar-00,480.201,1.225,516.169,115.477,295.588,1.179,273.747
01-Feb-05,23-Mar-00,482.206,1.24,518.13,117.861,294.706,1.192,274.349
01-Mar-05,23-Mar-00,483.96,1.216,521.071,117.278,295.588,1.176,275.02
01-Apr-05,23-Mar-00,485.464,1.236,522.541,117.07,295.882,1.195,277.271
01-May-05,23-Mar-00,485.213,1.256,523.031,111.731,296.176,1.217,276.996
01-Jun-05,23-Mar-00,485.464,1.24,524.012,114.625,295,1.267,276.373
01-Jul-05,23-Mar-00,488.471,1.223,524.992,115.767,294.706,1.295,274.861
01-Aug-05,23-Mar-00,491.479,1.204,526.953,115.924,295,1.263,275.257
01-Sep-05,23-Mar-00,498.246,1.178,531.365,117.215,295.882,1.267,276.462
01-Oct-05,23-Mar-00,498.997,1.177,528.914,118.609,295.882,1.288,278.88
01-Nov-05,23-Mar-00,496.491,1.182,527.933,117.321,294.706,1.311,278.095
01-Dec-05,23-Mar-00,496.491,1.162,527.443,117.322,295,1.305,277.792
01-Jan-06,23-Mar-00,499.499,1.157,530.384,120.447,295.294,1.277,277.281
01-Feb-06,23-Mar-00,499.749,1.149,529.404,120.505,294.412,1.305,278.145
01-Mar-06,23-Mar-00,500.501,1.157,532.345,117.26,295,1.305,277.849
01-Apr-06,23-Mar-00,503.008,1.144,535.286,118.932,295.588,1.283,280.208
01-May-06,23-Mar-00,504.511,1.11,537.737,120.773,296.471,1.219,280.769
01-Jun-06,23-Mar-00,505.764,1.114,536.757,122.689,296.471,1.232,280.691
01-Jul-06,23-Mar-00,508.521,1.129,537.247,121.415,295.588,1.238,278.777
01-Aug-06,23-Mar-00,510.777,1.118,538.227,116.734,297.647,1.232,279.255
01-Sep-06,23-Mar-00,508.271,1.116,535.286,115.043,297.647,1.246,278.657
01-Oct-06,23-Mar-00,506.015,1.129,534.306,115.866,297.059,1.26,279.601
01-Nov-06,23-Mar-00,506.266,1.136,535.286,111.073,295.588,1.236,279.479
01-Dec-06,23-Mar-00,509.023,1.153,536.267,112.449,295.882,1.21,279.517
01-Jan-07,23-Mar-00,509.867,1.176,536.267,107.818,295.294,1.243,277.564
01-Feb-07,23-Mar-00,511.845,1.171,540.188,107.03,293.824,1.239,278.113
01-Mar-07,23-Mar-00,514.506,1.168,544.6,100.756,294.706,1.218,278.33
01-Apr-07,23-Mar-00,516.05,1.135,547.051,102.678,295.588,1.212,281.48
01-May-07,23-Mar-00,518.183,1.095,549.502,104.36,296.471,1.221,282.138
01-Jun-07,23-Mar-00,519.383,1.065,548.521,106.915,295.882,1.233,282.461
01-Jul-07,23-Mar-00,520.308,1.05,549.011,106.852,295.588,1.207,280.786
01-Aug-07,23-Mar-00,520.469,1.058,547.541,109.362,297.059,1.203,280.472
01-Sep-07,23-Mar-00,522.674,1.027,548.521,106.575,297.059,1.185,280.739
01-Oct-07,23-Mar-00,524.286,0.975,547.051,99.966,297.941,1.174,283.136
01-Nov-07,23-Mar-00,528.406,0.967,548.521,96.966,297.353,1.123,284.427
01-Dec-07,23-Mar-00,529.937,1.002,549.011,91.275,297.941,1.14,285.118
01-Jan-08,23-Mar-00,531.764,1.01,548.031,90.121,297.353,1.101,284.298
01-Feb-08,23-Mar-00,533.05,0.999,549.992,92.916,296.765,1.089,284.689
01-Mar-08,23-Mar-00,534.957,1.003,551.953,97.855,298.235,1.013,285.652
01-Apr-08,23-Mar-00,536.195,1.014,556.364,98.92,297.941,1.014,287.909
01-May-08,23-Mar-00,539.368,0.999,561.756,96.644,300.294,1.045,290.195
01-Jun-08,23-Mar-00,545.02,1.017,565.678,96.615,301.765,1.037,290.686
01-Jul-08,23-Mar-00,548.912,1.013,567.639,94.367,302.353,1.028,289.419
01-Aug-08,23-Mar-00,548.095,1.054,566.658,94.897,303.235,1.084,288.666
01-Sep-08,23-Mar-00,548.564,1.058,567.148,91.275,303.235,1.11,288.956
01-Oct-08,23-Mar-00,543.847,1.185,561.266,90.367,302.941,1.143,290.492
01-Nov-08,23-Mar-00,534.218,1.217,559.305,89.267,300.294,1.191,288.557
01-Dec-08,23-Mar-00,529.82,1.234,555.384,89.951,299.118,1.14,287.117
01-Jan-09,23-Mar-00,531.208,1.225,553.913,91.101,297.353,1.127,284.694
01-Feb-09,23-Mar-00,533.391,1.245,557.835,90.139,296.471,1.164,285.365
01-Mar-09,23-Mar-00,532.639,1.265,558.815,90.716,297.353,1.156,284.441
01-Apr-09,23-Mar-00,532.975,1.224,558.325,93.453,297.647,1.148,286.948
01-May-09,23-Mar-00,533.83,1.153,562.247,91.973,297.059,1.108,287.406
01-Jun-09,23-Mar-00,538.323,1.126,564.207,90.806,296.471,1.081,287.921
01-Jul-09,23-Mar-00,538.145,1.123,562.247,87.501,295.588,1.078,286.01
01-Aug-09,23-Mar-00,539.955,1.087,562.247,85.373,296.471,1.068,286.327
01-Sep-09,23-Mar-00,541.053,1.082,562.247,84.357,296.471,1.039,286.291
01-Oct-09,23-Mar-00,542.561,1.055,561.756,81.728,295.294,1.021,288.07
01-Nov-09,23-Mar-00,544.273,1.059,564.698,82.518,294.706,1.013,288.626
01-Dec-09,23-Mar-00,544.774,1.054,562.737,83.338,294.118,1.03,287.928
01-Jan-10,23-Mar-00,545.058,1.044,564.207,82.625,294.412,1.035,287.609
01-Feb-10,23-Mar-00,544.752,1.057,566.658,82.537,294.118,1.072,288.027
01-Mar-10,23-Mar-00,544.812,1.023,566.658,81.647,295,1.067,288.422
01-Apr-10,23-Mar-00,544.564,1.005,568.619,83.177,295.294,1.069,290.887
01-May-10,23-Mar-00,544.436,1.04,570.09,81.126,295,1.129,290.586
01-Jun-10,23-Mar-00,544.684,1.038,569.599,80.426,294.412,1.125,289.322
01-Jul-10,23-Mar-00,545.589,1.042,572.541,79.243,292.647,1.053,287.207
01-Aug-10,23-Mar-00,546.416,1.04,572.05,76.966,293.235,1.039,287.167
01-Sep-10,23-Mar-00,547.165,1.033,573.031,76.796,293.824,1,287.101
01-Oct-10,23-Mar-00,548.862,1.018,575.482,76.643,294.706,0.969,288.629
01-Nov-10,23-Mar-00,550.053,1.013,575.972,77.56,293.824,0.985,289.322
01-Dec-10,23-Mar-00,552.551,1.008,575.972,77.797,292.941,0.969,289.424
01-Jan-11,23-Mar-00,554.053,0.994,577.442,76.964,292.647,0.957,288.409
01-Feb-11,23-Mar-00,556.16,0.988,578.913,78.47,292.647,0.95,289.496
01-Mar-11,23-Mar-00,559.163,0.977,585.285,82.466,293.529,0.918,291.318
01-Apr-11,23-Mar-00,561.1,0.958,587.246,81.252,293.824,0.897,291.64
01-May-11,23-Mar-00,563.276,0.968,591.168,79.667,293.824,0.874,291.659
01-Jun-11,23-Mar-00,564.085,0.977,587.246,79.315,293.235,0.84,290.954
01-Jul-11,23-Mar-00,565.398,0.955,588.227,78.935,293.235,0.821,288.563
01-Aug-11,23-Mar-00,566.885,0.982,589.697,78.691,293.824,0.78,287.72
01-Sep-11,23-Mar-00,568.303,1.002,591.168,78.135,293.824,0.877,288.496
01-Oct-11,23-Mar-00,568.241,1.02,592.148,79.013,294.118,0.896,288.304
01-Nov-11,23-Mar-00,569.045,1.025,592.638,81.031,292.353,0.908,287.801
01-Dec-11,23-Mar-00,569.266,1.024,589.207,83.79,292.353,0.933,287.356
01-Jan-12,23-Mar-00,570.439,1.013,591.658,89.058,292.941,0.938,286.132
01-Feb-12,23-Mar-00,572.063,0.997,594.109,93.002,293.529,0.912,286.939
01-Mar-12,23-Mar-00,573.81,0.994,596.56,94.77,295,0.913,288.538
01-Apr-12,23-Mar-00,573.812,0.993,599.011,97.758,295.294,0.913,288.754
01-May-12,23-Mar-00,573.053,1.01,598.521,100.919,294.412,0.938,288.703
01-Jun-12,23-Mar-00,573.744,1.028,596.07,97.235,292.941,0.958,287.888
01-Jul-12,23-Mar-00,573.524,1.014,595.579,99.673,292.059,0.978,286.503
01-Aug-12,23-Mar-00,576.506,0.992,597.05,97.812,292.353,0.968,286.416
01-Sep-12,23-Mar-00,579.516,0.978,598.03,99.21,292.941,0.939,287.309
01-Oct-12,23-Mar-00,580.509,0.987,599.011,97.77,292.941,0.932,287.664
01-Nov-12,23-Mar-00,579.125,0.997,597.54,100.074,291.765,0.939,286.72
01-Dec-12,23-Mar-00,579.291,0.99,594.109,103.285,292.059,0.921,286.108
01-Jan-13,23-Mar-00,579.444,0.992,594.599,,292.059,0.923,285.361
01-Feb-13,23-Mar-00,583.383,1.01,601.462,,291.765,0.921,286.204
01-Mar-13,23-Mar-00,582.306,1.024,602.442,,292.353,0.947,286.826
01-Apr-13,23-Mar-00,580.163,1.019,601.462,,293.235,0.937,286.922
01-May-13,23-Mar-00,581.03,1.02,602.932,,293.529,0.956,287.238
01-Jun-13,23-Mar-00,583.82,1.031,602.932,,293.529,0.933,287.52
01-Jul-13,23-Mar-00,584.757,1.04,603.422,,294.118,0.945,286.495
01-Aug-13,23-Mar-00,585.278,1.041,603.422,,295,0.926,286.288
01-Sep-13,23-Mar-00,586.333,1.034,604.403,,295.882,0.923,287.15
01-Oct-13,23-Mar-00,585.985,1.036,602.932,,,0.902,286.929
01-Nov-13,23-Mar-00,586.183,1.049,,,,0.913,
